http://www.fbk.eu/ontologies/virtualcoach#hasViolationLevel	0
http://www.fbk.eu/ontologies/virtualcoach#amountEnergy	1
http://www.w3.org/2000/01/rdf-schema#subClassOf	2
http://www.fbk.eu/ontologies/virtualcoach#hasMETValue	3
http://www.fbk.eu/ontologies/virtualcoach#amountWater	4
http://www.fbk.eu/ontologies/virtualcoach#performed	5
http://www.fbk.eu/ontologies/virtualcoach#hasUser	6
http://www.fbk.eu/ontologies/virtualcoach#amountNutrient	7
http://www.fbk.eu/ontologies/virtualcoach#unit	8
http://www.w3.org/2000/01/rdf-schema#label	9
http://www.fbk.eu/ontologies/virtualcoach#hasNutrient	10
http://no.sirius.ontology/annotations#direct_type	11
http://www.fbk.eu/ontologies/virtualcoach#hasActivity	12
http://www.w3.org/2002/07/owl#inverseOf	13
http://www.fbk.eu/ontologies/virtualcoach#hasViolationMeal	14
http://www.fbk.eu/ontologies/virtualcoach#hasFood	15
http://www.fbk.eu/ontologies/virtualcoach#hasRecipeFood	16
http://www.w3.org/1999/02/22-rdf-syntax-ns#type	17
http://www.w3.org/2002/07/owl#sameAs	18
http://www.fbk.eu/ontologies/virtualcoach#hasConsumedFood	19
http://www.fbk.eu/ontologies/virtualcoach#consumed	20
http://www.fbk.eu/ontologies/virtualcoach#contains	21
http://www.w3.org/2000/01/rdf-schema#subPropertyOf	22
http://www.fbk.eu/ontologies/virtualcoach#amountFood	23
http://www.fbk.eu/ontologies/virtualcoach#containsUser	24
http://www.fbk.eu/ontologies/virtualcoach#amountCalories	25
http://www.fbk.eu/ontologies/virtualcoach#ediblePart	26
http://www.fbk.eu/ontologies/virtualcoach#belongsProfile	27
http://www.fbk.eu/ontologies/virtualcoach#monitor	28
http://www.fbk.eu/ontologies/virtualcoach#hasViolationRule	29
http://www.fbk.eu/ontologies/virtualcoach#hasUnitKCalValue	30
http://www.fbk.eu/ontologies/virtualcoach#hasViolationUser	31
